element,integration_point,centroid_x,centroid_y,S11,S22,S12
304,1,0.566666682561239,0.383333335320155,99951275.24599105,-14691.735654011369,33324.04629175706
305,1,0.633333325386047,0.366666664679845,99978665.11767936,-10409.323282178491,16909.275986991455
306,1,0.616666674613953,0.383333335320155,99996022.36109611,-4684.709997534752,10694.93693145836
307,1,0.683333317438761,0.366666664679845,99992650.09509864,-5571.2735900729895,7226.880905907915
308,1,0.666666646798452,0.383333335320155,100013154.8347807,-62.40815178304911,223.21798884444001
309,1,0.73333332935969,0.366666664679845,99999147.95117253,-2661.6622342169285,2159.304555662849
310,1,0.716666658719381,0.383333335320155,100016667.65423685,1633.994151391089,-3714.0614500752777
311,1,0.783333341280619,0.366666664679845,100001584.82233004,-1007.1212011389434,-257.41410411481576
312,1,0.76666667064031,0.383333335320155,100014350.2678893,1899.0327808186412,-4476.690903613487
313,1,0.833333353201548,0.366666664679845,100002008.99263069,-103.8988119661808,-1261.0028358645532
314,1,0.816666682561239,0.383333335320155,100010180.67682959,1571.6351487226784,-3912.1769557666926
315,1,0.883333325386047,0.366666664679845,100001570.08893426,382.8223781660199,-1541.4794347018103
316,1,0.866666674613953,0.383333335320155,100005995.71974719,1092.1193229854107,-2923.957755045439
317,1,0.933333317438761,0.366666664679845,100000870.23020664,633.2014418467879,-1363.3056301853746
318,1,0.916666646798452,0.383333335320155,100002607.0028912,693.8965652473271,-1847.2392707816734
319,1,0.98333332935969,0.366666664679845,100000182.21718912,669.7089583836496,-597.9882972609532
320,1,0.966666658719381,0.383333335320155,100000573.98830342,544.3288708850741,-669.7089583617187
