Node,x,y,Ux,Uy
264,0.541666666666667,0.4,0.00025444977500299,-2.66635815794865e-05
265,0.583333333333333,0.4,0.000274282660998571,-2.64747795319884e-05
266,0.625,0.4,0.000294123099728186,-2.62959971902826e-05
267,0.666666666666667,0.4,0.000313966890517264,-2.61251420810136e-05
268,0.708333333333333,0.4,0.000333811715709639,-2.59601092221101e-05
269,0.75,0.4,0.000353656413591613,-2.5799105835506e-05
270,0.791666666666667,0.4,0.000373500490300698,-2.56407388854529e-05
271,0.833333333333333,0.4,0.000393343809812477,-2.54839866591002e-05
272,0.875,0.4,0.000413186409974517,-2.53281235958861e-05
273,0.916666666666667,0.4,0.000433028405684004,-2.517263585362e-05
274,0.958333333333333,0.4,0.000452869953368052,-2.50171497021816e-05
275,1,0.4,0.000472711258572286,-2.48614003475961e-05
